id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
413,2015.0,8.0,Pobreza alta,Mujer,No especificado,17.0,-320632424277000.0,660632424277000.0,Bienes Durables,La Magdalena Contreras
414,2015.0,8.0,Pobreza moderada,Hombre,12-29,6285.0,482007212117000.0,774992787883000.0,Bienes Durables,La Magdalena Contreras
415,2015.0,8.0,Pobreza moderada,Hombre,45-59,2793.0,191411696851000.0,367188303149000.0,Bienes Durables,La Magdalena Contreras
416,2015.0,8.0,Pobreza moderada,Mujer,0-11,4625.0,300910307485000.0,624089692515000.0,Bienes Durables,La Magdalena Contreras
417,2015.0,8.0,Satisfaccion mínima,Hombre,0-11,6000.0,446279636187000.0,753720363813000.0,Bienes Durables,La Magdalena Contreras
418,2015.0,8.0,Satisfaccion mínima,Hombre,45-59,5131.0,393010315375000.0,633189684625000.0,Bienes Durables,La Magdalena Contreras
419,2015.0,8.0,Satisfaccion mínima,Hombre,No especificado,37.0,-128269956947000.0,868269956947000.0,Bienes Durables,La Magdalena Contreras
420,2015.0,8.0,Estrato alto,Hombre,45-59,10350.0,840896991614000.0,12291030083900.0,Bienes Durables,La Magdalena Contreras
421,2015.0,8.0,Estrato alto,Hombre,60 y mas,6335.0,49728460843500.0,76971539156500.0,Bienes Durables,La Magdalena Contreras
422,2015.0,8.0,Estrato alto,Mujer,45-59,10854.0,886907614362000.0,128389238564000.0,Bienes Durables,La Magdalena Contreras
423,2015.0,8.0,Estrato alto,Mujer,60 y mas,7246.0,54791286179500.0,90128713820500.0,Bienes Durables,La Magdalena Contreras
424,2015.0,9.0,Pobreza muy alta,Hombre,60 y mas,909.0,597916386312000.0,122008361369000.0,Bienes Durables,Milpa Alta
425,2015.0,9.0,Pobreza muy alta,Hombre,No especificado,9.0,-940172256688000.0,274017225669000.0,Bienes Durables,Milpa Alta
426,2015.0,9.0,Pobreza muy alta,Mujer,0-11,2612.0,18918486204800.0,33321513795200.0,Bienes Durables,Milpa Alta
427,2015.0,9.0,Pobreza muy alta,Mujer,45-59,1195.0,83624570360000.0,155375429640000.0,Bienes Durables,Milpa Alta
428,2015.0,9.0,Pobreza alta,Hombre,60 y mas,364.0,204361343848000.0,523638656152000.0,Bienes Durables,Milpa Alta
429,2015.0,9.0,Pobreza alta,Mujer,12-29,2169.0,137394897167000.0,296405102833000.0,Bienes Durables,Milpa Alta
430,2015.0,9.0,Pobreza alta,Mujer,30-44,1493.0,997374438101000.0,198862556190000.0,Bienes Durables,Milpa Alta
431,2015.0,9.0,Pobreza moderada,Hombre,45-59,1797.0,113987496686000.0,245412503314000.0,Bienes Durables,Milpa Alta
432,2015.0,9.0,Pobreza moderada,Mujer,12-29,4400.0,274686771108000.0,605313228892000.0,Bienes Durables,Milpa Alta
433,2015.0,9.0,Pobreza moderada,Mujer,45-59,2214.0,138651517532000.0,304148482468000.0,Bienes Durables,Milpa Alta
434,2015.0,9.0,Satisfaccion mínima,Hombre,45-59,1835.0,107803584152000.0,259196415848000.0,Bienes Durables,Milpa Alta
435,2015.0,9.0,Satisfaccion mínima,Mujer,60 y mas,1064.0,44394186329600.0,168405813670000.0,Bienes Durables,Milpa Alta
436,2015.0,9.0,Estrato alto,Hombre,30-44,5909.0,41260045467400.0,76919954532600.0,Bienes Durables,Milpa Alta
437,2015.0,9.0,Estrato alto,Hombre,45-59,4537.0,313300590362000.0,594099409638000.0,Bienes Durables,Milpa Alta
438,2015.0,9.0,Estrato alto,Mujer,0-11,4910.0,33977638615100.0,64222361384900.0,Bienes Durables,Milpa Alta
439,2015.0,10.0,Pobreza muy alta,Hombre,45-59,1942.0,109862850450000.0,278537149550000.0,Bienes Durables,Álvaro Obregón
440,2015.0,10.0,Pobreza muy alta,Hombre,60 y mas,1355.0,930137838293000.0,177986216171000.0,Bienes Durables,Álvaro Obregón
441,2015.0,10.0,Pobreza muy alta,Mujer,0-11,2636.0,153115772727000.0,374084227273000.0,Bienes Durables,Álvaro Obregón
442,2015.0,10.0,Pobreza muy alta,Mujer,12-29,3700.0,247311584047000.0,492688415953000.0,Bienes Durables,Álvaro Obregón
443,2015.0,10.0,Pobreza muy alta,Mujer,45-59,1541.0,896543568933000.0,218545643107000.0,Bienes Durables,Álvaro Obregón
444,2015.0,10.0,Pobreza muy alta,Mujer,60 y mas,1548.0,928195557791000.0,216780444221000.0,Bienes Durables,Álvaro Obregón
445,2015.0,10.0,Pobreza alta,Hombre,30-44,2575.0,186333679909000.0,328666320091000.0,Bienes Durables,Álvaro Obregón
446,2015.0,10.0,Pobreza alta,Mujer,12-29,4080.0,292202412258000.0,523797587742000.0,Bienes Durables,Álvaro Obregón
447,2015.0,10.0,Pobreza alta,Mujer,45-59,1913.0,129882484064000.0,252717515936000.0,Bienes Durables,Álvaro Obregón
448,2015.0,10.0,Pobreza alta,Mujer,No especificado,15.0,-118303625519000.0,418303625519000.0,Bienes Durables,Álvaro Obregón
449,2015.0,10.0,Pobreza moderada,Hombre,45-59,10208.0,798517652206000.0,124308234779000.0,Bienes Durables,Álvaro Obregón
450,2015.0,10.0,Pobreza moderada,Hombre,60 y mas,8058.0,649566041720000.0,962033958280000.0,Bienes Durables,Álvaro Obregón
451,2015.0,10.0,Pobreza moderada,Hombre,No especificado,18.0,-115725313514000.0,475725313514000.0,Bienes Durables,Álvaro Obregón
452,2015.0,10.0,Pobreza moderada,Mujer,0-11,11901.0,90795333448400.0,147224666552000.0,Bienes Durables,Álvaro Obregón
453,2015.0,10.0,Satisfaccion mínima,Hombre,12-29,28125.0,243709326918000.0,318790673082000.0,Bienes Durables,Álvaro Obregón
454,2015.0,10.0,Satisfaccion mínima,Hombre,45-59,13980.0,121413621357000.0,158186378643000.0,Bienes Durables,Álvaro Obregón
455,2015.0,10.0,Satisfaccion mínima,Mujer,12-29,31056.0,266162172469000.0,354957827531000.0,Bienes Durables,Álvaro Obregón
456,2015.0,10.0,Satisfaccion mínima,Mujer,30-44,25238.0,214201733372000.0,290558266628000.0,Bienes Durables,Álvaro Obregón
457,2015.0,10.0,Estrato alto,Hombre,45-59,33446.0,281598197445000.0,387321802555000.0,Bienes Durables,Álvaro Obregón
458,2015.0,10.0,Estrato alto,Hombre,60 y mas,25091.0,21088694332300.0,29093305667700.0,Bienes Durables,Álvaro Obregón
459,2015.0,10.0,Estrato alto,Hombre,No especificado,96.0,562903927613000.0,186370960724000.0,Bienes Durables,Álvaro Obregón
460,2015.0,10.0,Estrato alto,Mujer,0-11,26579.0,211157263819000.0,320422736181000.0,Bienes Durables,Álvaro Obregón
461,2015.0,10.0,Estrato alto,Mujer,30-44,46290.0,37592406947100.0,54987593052900.0,Bienes Durables,Álvaro Obregón
462,2015.0,10.0,Estrato alto,Mujer,45-59,37776.0,320797915898000.0,434722084102000.0,Bienes Durables,Álvaro Obregón
463,2015.0,10.0,Estrato alto,Mujer,60 y mas,27527.0,232105681541000.0,318434318459000.0,Bienes Durables,Álvaro Obregón
464,2015.0,10.0,Estrato alto,Mujer,No especificado,164.0,703257356635000.0,320967426434000.0,Bienes Durables,Álvaro Obregón
465,2015.0,11.0,Pobreza muy alta,Hombre,12-29,2979.0,209742146086000.0,386057853914000.0,Bienes Durables,Tláhuac
466,2015.0,11.0,Pobreza muy alta,Mujer,0-11,2288.0,145721468424000.0,311878531576000.0,Bienes Durables,Tláhuac
467,2015.0,11.0,Pobreza alta,Hombre,0-11,2529.0,168461773374000.0,337338226626000.0,Bienes Durables,Tláhuac
468,2015.0,11.0,Pobreza alta,Hombre,45-59,980.0,617738334454000.0,134226166555000.0,Bienes Durables,Tláhuac
469,2015.0,11.0,Pobreza alta,Mujer,30-44,2343.0,178194405019000.0,290405594981000.0,Bienes Durables,Tláhuac
470,2015.0,11.0,Pobreza moderada,Hombre,30-44,8174.0,634561631662000.0,100023836834000.0,Bienes Durables,Tláhuac
471,2015.0,11.0,Pobreza moderada,Mujer,30-44,10417.0,843882578572000.0,123951742143000.0,Bienes Durables,Tláhuac
472,2015.0,11.0,Estrato alto,Hombre,12-29,22374.0,194455014609000.0,253024985391000.0,Bienes Durables,Tláhuac
473,2015.0,11.0,Estrato alto,Hombre,45-59,14173.0,123663874303000.0,159796125697000.0,Bienes Durables,Tláhuac
474,2015.0,11.0,Estrato alto,Mujer,0-11,12032.0,973068862131000.0,143333113787000.0,Bienes Durables,Tláhuac
475,2015.0,11.0,Estrato alto,Mujer,30-44,18497.0,158762668663000.0,211177331337000.0,Bienes Durables,Tláhuac
476,2015.0,12.0,Pobreza muy alta,Hombre,0-11,4960.0,364047604066000.0,627952395934000.0,Bienes Durables,Tlalpan
477,2015.0,12.0,Pobreza muy alta,Hombre,12-29,5917.0,458658719274000.0,724741280726000.0,Bienes Durables,Tlalpan
478,2015.0,12.0,Pobreza muy alta,Mujer,12-29,5716.0,421461646360000.0,721738353640000.0,Bienes Durables,Tlalpan
479,2015.0,12.0,Pobreza muy alta,Mujer,30-44,3759.0,285596535002000.0,466203464998000.0,Bienes Durables,Tlalpan
480,2015.0,12.0,Pobreza muy alta,Mujer,60 y mas,1312.0,863561606665000.0,176043839334000.0,Bienes Durables,Tlalpan
481,2015.0,12.0,Pobreza alta,Hombre,0-11,3772.0,281580952785000.0,472819047215000.0,Bienes Durables,Tlalpan
482,2015.0,12.0,Pobreza alta,Hombre,30-44,3444.0,279762466153000.0,409037533847000.0,Bienes Durables,Tlalpan
483,2015.0,12.0,Pobreza alta,Mujer,45-59,1970.0,143005025070000.0,250994974930000.0,Bienes Durables,Tlalpan
484,2015.0,12.0,Pobreza alta,Mujer,60 y mas,1709.0,122295789054000.0,219504210946000.0,Bienes Durables,Tlalpan
485,2015.0,12.0,Pobreza moderada,Hombre,0-11,10733.0,900239209738000.0,124636079026000.0,Bienes Durables,Tlalpan
486,2015.0,12.0,Pobreza moderada,Hombre,12-29,14699.0,121917750632000.0,172062249368000.0,Bienes Durables,Tlalpan
487,2015.0,12.0,Pobreza moderada,Hombre,45-59,6552.0,545999590588000.0,764400409412000.0,Bienes Durables,Tlalpan
488,2015.0,12.0,Pobreza moderada,Hombre,No especificado,13.0,-158879805551000.0,418879805551000.0,Bienes Durables,Tlalpan
489,2015.0,12.0,Pobreza moderada,Mujer,12-29,15359.0,1281130161590.0,1790669838410.0,Bienes Durables,Tlalpan
490,2015.0,12.0,Satisfaccion mínima,Hombre,12-29,19599.0,166456117559000.0,225523882441000.0,Bienes Durables,Tlalpan
491,2015.0,12.0,Satisfaccion mínima,Hombre,No especificado,78.0,-157477543333000.0,171747754333000.0,Bienes Durables,Tlalpan
492,2015.0,12.0,Satisfaccion mínima,Mujer,0-11,10637.0,850320700294000.0,127707929971000.0,Bienes Durables,Tlalpan
493,2015.0,12.0,Satisfaccion mínima,Mujer,30-44,16353.0,141383304366000.0,185676695634000.0,Bienes Durables,Tlalpan
494,2015.0,12.0,Satisfaccion mínima,Mujer,60 y mas,9715.0,753436475548000.0,118956352445000.0,Bienes Durables,Tlalpan
495,2015.0,12.0,Satisfaccion mínima,Mujer,No especificado,12.0,-145740982177000.0,385740982177000.0,Bienes Durables,Tlalpan
496,2015.0,12.0,Estrato alto,Hombre,0-11,26677.0,230950977915000.0,302589022085000.0,Bienes Durables,Tlalpan
497,2015.0,12.0,Estrato alto,Hombre,60 y mas,25415.0,21736198695900.0,29093801304100.0,Bienes Durables,Tlalpan
498,2015.0,12.0,Estrato alto,Mujer,12-29,48496.0,422569959885000.0,547350040115000.0,Bienes Durables,Tlalpan
499,2015.0,13.0,Pobreza muy alta,Hombre,45-59,2048.0,143470866044000.0,266129133956000.0,Bienes Durables,Xochimilco
500,2015.0,13.0,Pobreza muy alta,Hombre,60 y mas,1167.0,74864843911900.0,158535156088000.0,Bienes Durables,Xochimilco
501,2015.0,13.0,Pobreza muy alta,Hombre,No especificado,2.0,-192219937583000.0,592219937583000.0,Bienes Durables,Xochimilco
502,2015.0,13.0,Pobreza muy alta,Mujer,45-59,2048.0,141476615300000.0,268123384700000.0,Bienes Durables,Xochimilco
503,2015.0,13.0,Pobreza muy alta,Mujer,60 y mas,1295.0,784448984394000.0,180555101561000.0,Bienes Durables,Xochimilco
504,2015.0,13.0,Pobreza alta,Hombre,12-29,3702.0,273952489327000.0,466447510673000.0,Bienes Durables,Xochimilco
505,2015.0,13.0,Pobreza alta,Hombre,30-44,2771.0,195224517472000.0,358975482528000.0,Bienes Durables,Xochimilco
506,2015.0,13.0,Pobreza alta,Hombre,60 y mas,936.0,600293179044000.0,127170682096000.0,Bienes Durables,Xochimilco
507,2015.0,13.0,Pobreza alta,Mujer,60 y mas,1222.0,732398369311000.0,171160163069000.0,Bienes Durables,Xochimilco
508,2015.0,13.0,Pobreza moderada,Hombre,45-59,5556.0,406716601869000.0,704483398131000.0,Bienes Durables,Xochimilco
509,2015.0,13.0,Pobreza moderada,Mujer,60 y mas,5673.0,41693895515000.0,71766104485000.0,Bienes Durables,Xochimilco
510,2015.0,13.0,Satisfaccion mínima,Hombre,30-44,9942.0,69179403214500.0,129660596786000.0,Bienes Durables,Xochimilco
511,2015.0,13.0,Satisfaccion mínima,Hombre,No especificado,2.0,-192219937583000.0,592219937583000.0,Bienes Durables,Xochimilco
512,2015.0,13.0,Satisfaccion mínima,Mujer,12-29,15546.0,971651190465000.0,213754880954000.0,Bienes Durables,Xochimilco
513,2015.0,13.0,Estrato alto,Hombre,60 y mas,10671.0,785599362005000.0,134860063800000.0,Bienes Durables,Xochimilco
514,2015.0,13.0,Estrato alto,Mujer,0-11,13662.0,962679176402000.0,176972082360000.0,Bienes Durables,Xochimilco
515,2015.0,13.0,Estrato alto,Mujer,12-29,23646.0,184817774468000.0,288102225532000.0,Bienes Durables,Xochimilco
516,2015.0,14.0,Pobreza muy alta,Hombre,0-11,423.0,-970058359964000.0,943005835996000.0,Bienes Durables,Benito Juárez
517,2015.0,14.0,Pobreza muy alta,Hombre,60 y mas,568.0,544862221163000.0,108151377788000.0,Bienes Durables,Benito Juárez
518,2015.0,14.0,Pobreza muy alta,Mujer,30-44,710.0,179763611826000.0,124023638817000.0,Bienes Durables,Benito Juárez
519,2015.0,14.0,Pobreza alta,Mujer,30-44,472.0,-124418779977000.0,106841877998000.0,Bienes Durables,Benito Juárez
520,2015.0,14.0,Pobreza alta,Mujer,60 y mas,225.0,-50863913253100.0,500863913253000.0,Bienes Durables,Benito Juárez
521,2015.0,14.0,Pobreza alta,Mujer,No especificado,16.0,-188722944149000.0,508722944149000.0,Bienes Durables,Benito Juárez
522,2015.0,14.0,Pobreza moderada,Hombre,30-44,1813.0,105598301717000.0,257001698283000.0,Bienes Durables,Benito Juárez
523,2015.0,14.0,Pobreza moderada,Mujer,12-29,2205.0,134993802157000.0,306006197843000.0,Bienes Durables,Benito Juárez
524,2015.0,14.0,Pobreza moderada,Mujer,No especificado,17.0,-267179078535000.0,607179078535000.0,Bienes Durables,Benito Juárez
525,2015.0,14.0,Satisfaccion mínima,Hombre,0-11,4809.0,28980540387700.0,67199459612300.0,Bienes Durables,Benito Juárez
526,2015.0,14.0,Satisfaccion mínima,Hombre,30-44,10119.0,721244428636000.0,130255557136000.0,Bienes Durables,Benito Juárez
527,2015.0,14.0,Satisfaccion mínima,Hombre,60 y mas,6406.0,449975539205000.0,831224460795000.0,Bienes Durables,Benito Juárez
528,2015.0,14.0,Satisfaccion mínima,Mujer,12-29,12687.0,915462016639000.0,162193798336000.0,Bienes Durables,Benito Juárez
529,2015.0,14.0,Satisfaccion mínima,Mujer,30-44,12562.0,951810593504000.0,156058940650000.0,Bienes Durables,Benito Juárez
530,2015.0,14.0,Satisfaccion mínima,Mujer,45-59,10740.0,757157871354000.0,13908421286500.0,Bienes Durables,Benito Juárez
531,2015.0,14.0,Estrato alto,Hombre,60 y mas,22567.0,192843246182000.0,258496753818000.0,Bienes Durables,Benito Juárez
532,2015.0,14.0,Estrato alto,Hombre,No especificado,108.0,-232476429872000.0,239247642987000.0,Bienes Durables,Benito Juárez
533,2015.0,14.0,Estrato alto,Mujer,30-44,43482.0,37176867996100.0,49787132003900.0,Bienes Durables,Benito Juárez
534,2015.0,14.0,Estrato alto,Mujer,No especificado,6.0,-838139771137000.0,203813977114000.0,Bienes Durables,Benito Juárez
535,2015.0,15.0,Pobreza muy alta,Hombre,0-11,1136.0,363071363434000.0,190892863657000.0,Bienes Durables,Cuauhtémoc
536,2015.0,15.0,Pobreza muy alta,Hombre,30-44,1387.0,826704554981000.0,194729544502000.0,Bienes Durables,Cuauhtémoc
537,2015.0,15.0,Pobreza muy alta,Hombre,60 y mas,1125.0,435741321132000.0,181425867887000.0,Bienes Durables,Cuauhtémoc
538,2015.0,15.0,Pobreza muy alta,Hombre,No especificado,1.0,-105566416154000.0,305566416154000.0,Bienes Durables,Cuauhtémoc
539,2015.0,15.0,Pobreza muy alta,Mujer,12-29,1731.0,925873225403000.0,253612677460000.0,Bienes Durables,Cuauhtémoc
540,2015.0,15.0,Pobreza alta,Hombre,45-59,1082.0,663207774010000.0,150079222599000.0,Bienes Durables,Cuauhtémoc
541,2015.0,15.0,Pobreza alta,Mujer,30-44,1067.0,411451072619000.0,172254892738000.0,Bienes Durables,Cuauhtémoc
542,2015.0,15.0,Pobreza alta,Mujer,60 y mas,1180.0,636006269933000.0,172399373007000.0,Bienes Durables,Cuauhtémoc
543,2015.0,15.0,Pobreza moderada,Hombre,0-11,6279.0,469951575129000.0,785848424871000.0,Bienes Durables,Cuauhtémoc
544,2015.0,15.0,Pobreza moderada,Hombre,30-44,8577.0,687146150157000.0,102825384984000.0,Bienes Durables,Cuauhtémoc
545,2015.0,15.0,Pobreza moderada,Hombre,45-59,7515.0,561685269804000.0,941314730196000.0,Bienes Durables,Cuauhtémoc
546,2015.0,15.0,Pobreza moderada,Hombre,No especificado,45.0,-466096576203000.0,136609657620000.0,Bienes Durables,Cuauhtémoc
547,2015.0,15.0,Pobreza moderada,Mujer,0-11,6379.0,442391023875000.0,833408976125000.0,Bienes Durables,Cuauhtémoc
548,2015.0,15.0,Pobreza moderada,Mujer,60 y mas,13179.0,103353262193000.0,160226737807000.0,Bienes Durables,Cuauhtémoc
549,2015.0,15.0,Pobreza moderada,Mujer,No especificado,9.0,-825109655196000.0,262510965520000.0,Bienes Durables,Cuauhtémoc
550,2015.0,15.0,Satisfaccion mínima,Mujer,0-11,12434.0,103656467756000.0,145023532244000.0,Bienes Durables,Cuauhtémoc
551,2015.0,15.0,Satisfaccion mínima,Mujer,12-29,29372.0,249801748058000.0,337638251942000.0,Bienes Durables,Cuauhtémoc
552,2015.0,15.0,Satisfaccion mínima,Mujer,No especificado,46.0,-759596734077000.0,995959673408000.0,Bienes Durables,Cuauhtémoc
553,2015.0,15.0,Estrato alto,Hombre,0-11,13408.0,106220492773000.0,161939507227000.0,Bienes Durables,Cuauhtémoc
554,2015.0,15.0,Estrato alto,Hombre,12-29,26682.0,218160556015000.0,315479443985000.0,Bienes Durables,Cuauhtémoc
555,2015.0,15.0,Estrato alto,Hombre,45-59,21174.0,183948392505000.0,239531607495000.0,Bienes Durables,Cuauhtémoc
556,2015.0,15.0,Estrato alto,Mujer,0-11,11779.0,966133160826000.0,138966683917000.0,Bienes Durables,Cuauhtémoc
557,2015.0,15.0,Estrato alto,Mujer,No especificado,37.0,-147969587194000.0,887969587194000.0,Bienes Durables,Cuauhtémoc
558,2015.0,16.0,Pobreza muy alta,Hombre,0-11,342.0,-843383419308000.0,692433834193000.0,Bienes Durables,Miguel Hidalgo
559,2015.0,16.0,Pobreza muy alta,Hombre,12-29,459.0,130004639256000.0,787995360744000.0,Bienes Durables,Miguel Hidalgo
560,2015.0,16.0,Pobreza muy alta,Hombre,45-59,558.0,203531367949000.0,912468632051000.0,Bienes Durables,Miguel Hidalgo
561,2015.0,16.0,Pobreza alta,Hombre,12-29,481.0,157648166836000.0,804351833164000.0,Bienes Durables,Miguel Hidalgo
562,2015.0,16.0,Pobreza alta,Hombre,30-44,669.0,169502441661000.0,116849755834000.0,Bienes Durables,Miguel Hidalgo
563,2015.0,16.0,Pobreza alta,Hombre,60 y mas,370.0,14433723295500.0,59566276704500.0,Bienes Durables,Miguel Hidalgo
564,2015.0,16.0,Pobreza alta,Mujer,0-11,280.0,266631322385000.0,533336867762000.0,Bienes Durables,Miguel Hidalgo
565,2015.0,16.0,Pobreza alta,Mujer,60 y mas,670.0,183058552563000.0,11569414474400.0,Bienes Durables,Miguel Hidalgo
566,2015.0,16.0,Pobreza moderada,Mujer,0-11,2485.0,694525724082000.0,427547427592000.0,Bienes Durables,Miguel Hidalgo
567,2015.0,16.0,Pobreza moderada,Mujer,45-59,3820.0,199003998866000.0,564996001134000.0,Bienes Durables,Miguel Hidalgo
568,2015.0,16.0,Satisfaccion mínima,Hombre,0-11,4831.0,337713275444000.0,628486724556000.0,Bienes Durables,Miguel Hidalgo
569,2015.0,16.0,Satisfaccion mínima,Hombre,12-29,11409.0,737108583172000.0,15446914168300.0,Bienes Durables,Miguel Hidalgo
570,2015.0,16.0,Satisfaccion mínima,Hombre,45-59,6586.0,432047343599000.0,885152656401000.0,Bienes Durables,Miguel Hidalgo
571,2015.0,16.0,Satisfaccion mínima,Hombre,60 y mas,5501.0,401390393575000.0,698809606425000.0,Bienes Durables,Miguel Hidalgo
572,2015.0,16.0,Satisfaccion mínima,Mujer,30-44,11227.0,803911897385000.0,144148810261000.0,Bienes Durables,Miguel Hidalgo
573,2015.0,16.0,Estrato alto,Mujer,45-59,21790.0,159494372425000.0,276305627575000.0,Bienes Durables,Miguel Hidalgo
574,2015.0,17.0,Pobreza muy alta,Hombre,12-29,1607.0,941950197532000.0,227204980247000.0,Bienes Durables,Venustiano Carranza
575,2015.0,17.0,Pobreza muy alta,Hombre,60 y mas,427.0,159883703347000.0,694116296653000.0,Bienes Durables,Venustiano Carranza
576,2015.0,17.0,Pobreza muy alta,Mujer,0-11,929.0,291307262048000.0,156669273795000.0,Bienes Durables,Venustiano Carranza
577,2015.0,17.0,Pobreza muy alta,Mujer,30-44,986.0,630148608031000.0,134185139197000.0,Bienes Durables,Venustiano Carranza
578,2015.0,17.0,Pobreza muy alta,Mujer,45-59,699.0,381364640534000.0,101663535947000.0,Bienes Durables,Venustiano Carranza
579,2015.0,17.0,Pobreza alta,Hombre,45-59,771.0,41776130501000.0,112423869499000.0,Bienes Durables,Venustiano Carranza
580,2015.0,17.0,Pobreza moderada,Hombre,30-44,8683.0,628102979058000.0,110849702094000.0,Bienes Durables,Venustiano Carranza
581,2015.0,17.0,Pobreza moderada,Mujer,0-11,6819.0,534938194258000.0,828861805742000.0,Bienes Durables,Venustiano Carranza
582,2015.0,17.0,Pobreza moderada,Mujer,30-44,9532.0,742054735501000.0,11643452645000.0,Bienes Durables,Venustiano Carranza
583,2015.0,17.0,Pobreza moderada,Mujer,45-59,8509.0,70322269294600.0,99857730705400.0,Bienes Durables,Venustiano Carranza
584,2015.0,17.0,Satisfaccion mínima,Hombre,12-29,19394.0,154337015252000.0,233542984748000.0,Bienes Durables,Venustiano Carranza
585,2015.0,17.0,Satisfaccion mínima,Mujer,0-11,9991.0,765464944019000.0,123273505598000.0,Bienes Durables,Venustiano Carranza
586,2015.0,17.0,Satisfaccion mínima,Mujer,45-59,13399.0,113803155199000.0,154176844801000.0,Bienes Durables,Venustiano Carranza
587,2015.0,17.0,Estrato alto,Hombre,0-11,12145.0,991687503183000.0,143731249682000.0,Bienes Durables,Venustiano Carranza
588,2015.0,17.0,Estrato alto,Hombre,30-44,22000.0,17453632221100.0,26546367778900.0,Bienes Durables,Venustiano Carranza
589,2015.0,17.0,Estrato alto,Hombre,45-59,19294.0,165259921132000.0,220620078868000.0,Bienes Durables,Venustiano Carranza
590,2015.0,17.0,Estrato alto,Mujer,0-11,11632.0,917073880761000.0,140932611924000.0,Bienes Durables,Venustiano Carranza
591,2015.0,17.0,Estrato alto,Mujer,45-59,21386.0,184037945266000.0,243682054734000.0,Bienes Durables,Venustiano Carranza
592,2015.0,2.0,Pobreza muy alta,Hombre,0-11,726.0,177800186581000.0,127419981342000.0,Bienes Durables,Azcapotzalco
593,2015.0,2.0,Pobreza muy alta,Hombre,45-59,901.0,546473928009000.0,125552607199000.0,Bienes Durables,Azcapotzalco
594,2015.0,2.0,Pobreza muy alta,Hombre,60 y mas,435.0,146108529011000.0,723891470989000.0,Bienes Durables,Azcapotzalco
595,2015.0,2.0,Pobreza alta,Hombre,0-11,943.0,291279548771000.0,159472045123000.0,Bienes Durables,Azcapotzalco
596,2015.0,2.0,Pobreza alta,Hombre,30-44,801.0,355187592451000.0,124681240755000.0,Bienes Durables,Azcapotzalco
597,2015.0,2.0,Pobreza alta,Hombre,45-59,766.0,367055856884000.0,116494414312000.0,Bienes Durables,Azcapotzalco
598,2015.0,2.0,Pobreza alta,Mujer,0-11,620.0,24909616719400.0,99090383280600.0,Bienes Durables,Azcapotzalco
599,2015.0,2.0,Pobreza moderada,Hombre,0-11,4901.0,337230597393000.0,642969402607000.0,Bienes Durables,Azcapotzalco
600,2015.0,2.0,Pobreza moderada,Hombre,45-59,5671.0,427818954154000.0,706381045846000.0,Bienes Durables,Azcapotzalco
601,2015.0,2.0,Pobreza moderada,Mujer,0-11,4220.0,305979628171000.0,538020371829000.0,Bienes Durables,Azcapotzalco
602,2015.0,2.0,Pobreza moderada,Mujer,45-59,6359.0,496406129932000.0,775393870068000.0,Bienes Durables,Azcapotzalco
603,2015.0,2.0,Pobreza moderada,Mujer,60 y mas,9162.0,719017494257000.0,111338250574000.0,Bienes Durables,Azcapotzalco
604,2015.0,2.0,Satisfaccion mínima,Hombre,30-44,12837.0,105368272231000.0,151371727769000.0,Bienes Durables,Azcapotzalco
605,2015.0,2.0,Satisfaccion mínima,Hombre,45-59,9898.0,797311166282000.0,118228883372000.0,Bienes Durables,Azcapotzalco
606,2015.0,2.0,Estrato alto,Hombre,0-11,13744.0,114106222504000.0,160773777496000.0,Bienes Durables,Azcapotzalco
607,2015.0,2.0,Estrato alto,Mujer,0-11,12779.0,103031237011000.0,152548762989000.0,Bienes Durables,Azcapotzalco
608,2015.0,2.0,Estrato alto,Mujer,30-44,24253.0,205232603072000.0,279827396928000.0,Bienes Durables,Azcapotzalco
609,2015.0,2.0,Estrato alto,Mujer,60 y mas,16022.0,13588800117600.0,18455199882400.0,Bienes Durables,Azcapotzalco
610,2015.0,2.0,Estrato alto,Mujer,No especificado,86.0,-202680994184000.0,192268099418000.0,Bienes Durables,Azcapotzalco
611,2015.0,3.0,Pobreza muy alta,Hombre,12-29,1869.0,118033949795000.0,255766050205000.0,Bienes Durables,Coyoacán
612,2015.0,3.0,Pobreza muy alta,Hombre,60 y mas,678.0,390721822032000.0,965278177968000.0,Bienes Durables,Coyoacán
613,2015.0,3.0,Pobreza muy alta,Hombre,No especificado,99.0,-30348868782900.0,198303488688000.0,Bienes Durables,Coyoacán
614,2015.0,3.0,Pobreza muy alta,Mujer,60 y mas,733.0,46371842285100.0,100228157715000.0,Bienes Durables,Coyoacán
615,2015.0,3.0,Pobreza muy alta,Mujer,No especificado,58.0,-381185749830000.0,154118574983000.0,Bienes Durables,Coyoacán
616,2015.0,3.0,Pobreza alta,Hombre,12-29,2398.0,16282109086900.0,31677890913100.0,Bienes Durables,Coyoacán
617,2015.0,3.0,Pobreza alta,Mujer,45-59,1230.0,826097523522000.0,163390247648000.0,Bienes Durables,Coyoacán
618,2015.0,3.0,Pobreza moderada,Hombre,0-11,6340.0,499497376065000.0,768502623935000.0,Bienes Durables,Coyoacán
619,2015.0,3.0,Pobreza moderada,Hombre,30-44,7656.0,616605558748000.0,914594441252000.0,Bienes Durables,Coyoacán
